Time (UTC),Open,High,Low,Close,Volume 
2010.01.01 02:00:00,0.89748,0.89759,0.89741,0.89747,7951.85
2010.01.01 06:00:00,0.89747,0.89763,0.89739,0.89754,18505.45
2010.01.01 10:00:00,0.89755,0.89763,0.89746,0.8975,15265.53
2010.01.01 14:00:00,0.89753,0.89769,0.89746,0.89753,16587.97
2010.01.01 18:00:00,0.89755,0.89765,0.89738,0.89738,7615.19
2010.01.03 22:00:00,0.89847,0.90001,0.89397,0.89524,5826.83
2010.01.04 02:00:00,0.8952,0.89864,0.89504,0.89794,2886.82
2010.01.04 06:00:00,0.89789,0.90562,0.89687,0.90557,10161.18
2010.01.04 10:00:00,0.90554,0.90864,0.90429,0.90819,9619.83
2010.01.04 14:00:00,0.90823,0.91376,0.90779,0.91224,14049.86
2010.01.04 18:00:00,0.91229,0.91374,0.91133,0.91288,3888.63
2010.01.04 22:00:00,0.91275,0.91639,0.91179,0.91324,5190.9
2010.01.05 02:00:00,0.91319,0.91562,0.91162,0.91449,6174.31
2010.01.05 06:00:00,0.91449,0.91585,0.90999,0.91536,13199.67
2010.01.05 10:00:00,0.91534,0.91754,0.91324,0.91349,10576.2
2010.01.05 14:00:00,0.91344,0.91547,0.91134,0.91264,13149.59
2010.01.05 18:00:00,0.91264,0.91274,0.90934,0.91251,4296.37
2010.01.05 22:00:00,0.91206,0.91394,0.91056,0.91369,4079.8
2010.01.06 02:00:00,0.91372,0.91444,0.91262,0.91434,4410.65
2010.01.06 06:00:00,0.91439,0.91522,0.90985,0.91454,11252.56
2010.01.06 10:00:00,0.91449,0.91679,0.91294,0.91584,10037.71
2010.01.06 14:00:00,0.91579,0.92022,0.91518,0.91869,16676.91
2010.01.06 18:00:00,0.9187,0.92182,0.91714,0.92029,5750.07
2010.01.06 22:00:00,0.91956,0.92682,0.91844,0.92399,5218.78
2010.01.07 02:00:00,0.92399,0.92404,0.91999,0.92099,5250.99
2010.01.07 06:00:00,0.92101,0.92199,0.91834,0.91879,9953.96
2010.01.07 10:00:00,0.91874,0.91927,0.91604,0.91927,9033.27
2010.01.07 14:00:00,0.91929,0.91999,0.91624,0.91823,10721.509
