Time (UTC),Open,High,Low,Close,Volume 
2010.01.01 02:00:00,0.7257,0.72637,0.72556,0.72562,11379.5
2010.01.01 06:00:00,0.72576,0.72641,0.72552,0.72568,25836
2010.01.01 10:00:00,0.7258,0.72638,0.72548,0.72578,16726.2
2010.01.01 14:00:00,0.72573,0.7264,0.72539,0.7258,15203.4
2010.01.01 18:00:00,0.7259,0.72639,0.72553,0.72599,7672
2010.01.03 22:00:00,0.72345,0.7258,0.7197,0.7202,8075.8
2010.01.04 02:00:00,0.7202,0.72245,0.71957,0.72215,8114.5
2010.01.04 06:00:00,0.72215,0.7269,0.72115,0.7268,25202
2010.01.04 10:00:00,0.72685,0.7298,0.7263,0.729,24028.7
2010.01.04 14:00:00,0.729,0.734,0.729,0.73255,38868.1
2010.01.04 18:00:00,0.73255,0.73555,0.73209,0.7345,13101.8
2010.01.04 22:00:00,0.7345,0.73625,0.7329,0.73395,10211.4
2010.01.05 02:00:00,0.73395,0.7364,0.73209,0.73575,12777
2010.01.05 06:00:00,0.73575,0.73675,0.7325,0.73655,31664.9
2010.01.05 10:00:00,0.73655,0.7392,0.73415,0.73475,34176.1
2010.01.05 14:00:00,0.73485,0.73755,0.7328,0.7349,35171.1
2010.01.05 18:00:00,0.7349,0.73515,0.7318,0.73465,17312.24
2010.01.05 22:00:00,0.73465,0.7347,0.73155,0.73335,11698.3
2010.01.06 02:00:00,0.7334,0.735,0.73325,0.734,9986.3
2010.01.06 06:00:00,0.73395,0.7346,0.7304,0.73375,24170.6
2010.01.06 10:00:00,0.7338,0.73445,0.73145,0.73335,29669.7
2010.01.06 14:00:00,0.73335,0.7373,0.7324,0.73595,48565.2
2010.01.06 18:00:00,0.73595,0.73875,0.7344,0.7379,18621.7
2010.01.06 22:00:00,0.73805,0.7431,0.73647,0.73955,10903.7
2010.01.07 02:00:00,0.7395,0.7395,0.73695,0.73735,15984.3
2010.01.07 06:00:00,0.73735,0.73805,0.7348,0.73535,33638.8
2010.01.07 10:00:00,0.73535,0.73535,0.73155,0.73385,32275.5
2010.01.07 14:00:00,0.73395,0.73485,0.73195,0.7337,50145.6
2010.01.07 18:00:00,0.7337,0.73405,0.73165,0.73225,14212.2
2010.01.07 22:00:00,0.73225,0.73375,0.73118,0.7324,10131.5
2010.01.08 02:00:00,0.73219,0.7328,0.72975,0.73,14203.66
2010.01.08 06:00:00,0.73,0.73265,0.7295,0.73235,19061.7
2010.01.08 10:00:00,0.73235,0.73705,0.7287,0.736,28339.2
2010.01.08 14:00:00,0.736,0.73675,0.73125,0.73615,43418.3
2010.01.08 18:00:00,0.7362,0.73825,0.7358,0.73715,16173.5
2010.01.10 22:00:00,0.74025,0.7409,0.73845,0.73915,8355.8
2010.01.11 02:00:00,0.73915,0.7416,0.7387,0.7407,7411.1
2010.01.11 06:00:00,0.7407,0.7409,0.73845,0.74015,23661.2
2010.01.11 10:00:00,0.7402,0.7425,0.73955,0.74165,21811.5
2010.01.11 14:00:00,0.7416,0.7432,0.7392,0.7421,40161.3
2010.01.11 18:00:00,0.7421,0.74395,0.7417,0.7417,16843.6
2010.01.11 22:00:00,0.7417,0.7426,0.7393,0.74035,11423.2
2010.01.12 02:00:00,0.74035,0.74175,0.73785,0.74155,12050.7
2010.01.12 06:00:00,0.74155,0.74335,0.7396,0.7422,30019.6
2010.01.12 10:00:00,0.7422,0.74265,0.73655,0.7385,32721.7
2010.01.12 14:00:00,0.7385,0.74295,0.7384,0.73925,43194.2
2010.01.12 18:00:00,0.73925,0.73955,0.73675,0.73875,13448.7
2010.01.12 22:00:00,0.73875,0.74005,0.73745,0.7398,11705.3
2010.01.13 02:00:00,0.73975,0.7419,0.73892,0.7411,13564.4
2010.01.13 06:00:00,0.7411,0.7425,0.73995,0.7421,21380.4
2010.01.13 10:00:00,0.7421,0.74265,0.73945,0.7425,25772.1
2010.01.13 14:00:00,0.7425,0.7425,0.73725,0.73985,53881.6
2010.01.13 18:00:00,0.73985,0.74085,0.73875,0.74075,12271.9
2010.01.13 22:00:00,0.74075,0.74295,0.73865,0.74155,11047.8
2010.01.14 02:00:00,0.74145,0.74225,0.74035,0.7422,11123.3
2010.01.14 06:00:00,0.7422,0.74425,0.74044,0.7425,26777.7
2010.01.14 10:00:00,0.7425,0.74345,0.7412,0.74245,23579.4
2010.01.14 14:00:00,0.74245,0.74415,0.7415,0.74225,34265.65
2010.01.14 18:00:00,0.74225,0.7435,0.74175,0.74285,11575.5
2010.01.14 22:00:00,0.7429,0.7434,0.7378,0.7386,10382.3
2010.01.15 02:00:00,0.7386,0.7399,0.73715,0.73875,11831.3
2010.01.15 06:00:00,0.73875,0.73965,0.7361,0.73865,22458.5
2010.01.15 10:00:00,0.73865,0.7391,0.73635,0.7382,28709.6
2010.01.15 14:00:00,0.7382,0.7402,0.73635,0.73805,37739
2010.01.15 18:00:00,0.73805,0.73935,0.73685,0.7383,10685.3
2010.01.17 22:00:00,0.734,0.73595,0.7331,0.73385,8835.8
2010.01.18 02:00:00,0.73385,0.7375,0.73385,0.73605,8636
2010.01.18 06:00:00,0.73605,0.7382,0.7353,0.73725,14960.5
2010.01.18 10:00:00,0.7372,0.7392,0.73705,0.73915,13438.6
2010.01.18 14:00:00,0.73915,0.74045,0.7386,0.7401,18601.06
2010.01.18 18:00:00,0.7401,0.7401,0.73837,0.73935,6644.1
