Time (UTC),Open,High,Low,Close,Volume 
2010.01.01 02:00:00,1096.605,1096.714,1096.405,1096.619,0.49467
2010.01.01 06:00:00,1096.594,1096.707,1096.368,1096.502,2.49033
2010.01.01 10:00:00,1096.524,1096.709,1096.372,1096.614,2.57097
2010.01.01 14:00:00,1096.589,1096.717,1096.38,1096.633,1.09032
2010.01.01 18:00:00,1096.633,1096.83,1096.446,1096.605,0.77952
2010.01.03 22:00:00,1096.628,1100.324,1093.527,1095.687,1.14194
2010.01.04 02:00:00,1095.482,1103.743,1095.148,1102.931,1.4995
2010.01.04 06:00:00,1102.867,1113.98,1100.437,1113.762,2.04828
2010.01.04 10:00:00,1113.679,1118.659,1111.846,1117.769,5.44238
2010.01.04 14:00:00,1117.977,1123.701,1116.804,1117.502,5.2932
2010.01.04 18:00:00,1117.425,1121.58,1115.643,1121.377,1.59184
2010.01.04 22:00:00,1121.361,1122.906,1119.693,1121.845,0.98491
2010.01.05 02:00:00,1121.79,1124.208,1120.287,1123.813,1.50523
2010.01.05 06:00:00,1123.836,1127.985,1122.513,1126.174,5.56513
2010.01.05 10:00:00,1126.138,1128.088,1119.535,1120.587,5.30301
2010.01.05 14:00:00,1120.302,1126.107,1118.059,1121.275,2.8308
2010.01.05 18:00:00,1121.255,1121.374,1115.524,1117.878,1.13442
2010.01.05 22:00:00,1117.896,1121.946,1115.95,1121.946,1.42001
2010.01.06 02:00:00,1121.775,1124.801,1120.722,1122.857,1.17726
2010.01.06 06:00:00,1122.793,1126.769,1118.846,1126.168,2.31221
2010.01.06 10:00:00,1126.108,1132.001,1121.028,1131.321,5.37295
2010.01.06 14:00:00,1131.486,1137.965,1127.232,1135.339,4.96086
2010.01.06 18:00:00,1135.261,1140.425,1133.759,1138.067,1.29146
2010.01.06 22:00:00,1138.079,1138.486,1134.609,1134.998,1.21707
2010.01.07 02:00:00,1134.926,1135.071,1130.857,1133.646,1.31629
2010.01.07 06:00:00,1133.632,1134.377,1129.561,1129.817,4.563
2010.01.07 10:00:00,1129.741,1133.135,1128.598,1132.308,4.96144
2010.01.07 14:00:00,1132.334,1135.397,1129.238,1131.032,2.12588
2010.01.07 18:00:00,1131.021,1135.175,1130.194,1131.433,1.09932
2010.01.07 22:00:00,1131.497,1131.749,1123.915,1125.336,1.23869
2010.01.08 02:00:00,1125.23,1126.482,1120.615,1121.268,1.42017
2010.01.08 06:00:00,1121.285,1125.917,1120.109,1124.226,4.90184
2010.01.08 10:00:00,1124.112,1138.925,1119.785,1137.959,5.84811
2010.01.08 14:00:00,1137.794,1138.912,1125.616,1132.557,2.89116
2010.01.08 18:00:00,1132.438,1138.677,1131.795,1137.273,1.43191
